,Content,label
130,"Mỗi ngày, khoảng 23h (tức 21h tại Việt Nam), anh Công đều mở máy tính, kết nối với học viên theo hẹn. Đây là thói quen của anh trong một năm gần đây, kể từ khi trở thành mentor (cố vấn chuyên môn) cho sinh viên tại Tổ chức giáo dục trực tuyến FUNiX.Trong một lần hỗ trợ học viên, anh loay hoay hơn một giờ đồng hồ, thử nhiều cách từ chat online, gọi thoại, sử dụng teamview, công cụ cho phép chia sẻ máy tính cho người dùng, để giúp cô học trò ở bên kia màn hình máy tính hiểu và làm được bài.""Mỗi lần học viên lĩnh hội thêm một module kiến thức khó nhằn là một lần tôi cảm thấy hài lòng, phấn khởi"", anh chia sẻ.Anh Lê Văn Công - mentor FUNiX tại Nhật Bản. Ảnh: Nhân vật cung cấpTrong quá trình hỗ trợ học viên, mentor Lê Văn Công luôn tìm cách lắng nghe, tạo tâm lý thoải mái để các bạn tiếp nhận kiến thức từ những điều căn bản nhất. Theo anh, mentor FUNiX là một công việc thú vị, cho phép bản thân tiếp xúc với rất nhiều học viên ở nhiều vùng miền, lắng nghe những câu chuyện khác biệt.Nam chuyên gia dần biết cách cách lắng nghe, tạo tâm lý thoải mái hơn để học viên tiếp nhận kiến thức từ những điều căn bản nhất. Đồng thời, anh sử dụng nhiều cách thức liên lạc để hỗ trợ học viên thuận tiện hơn.""Lắng nghe cũng là cách để tôi hiểu mục tiêu cá nhân của các bạn, kịp thời đưa ra những lời khuyên, lời động viên"", anh nhấn mạnh.Nam mentor cho biết, anh luôn khuyên học viên xác định học để làm gì, nắm bắt cơ hội việc làm, áp dụng kiến thức ra sao... để học tập hiệu quả, chủ động và tự tin hơn. Đây cũng là một trong những yếu tố giúp nhiều học viên của anh gặt hái thành quả tốt, hoàn thành khóa học dù gặp rất nhiều khó khăn.Trong đó, học viên không có nền tảng IT như Lê Thị Hồng đã hoàn thành khóa học khi được mentor Công kiên nhẫn hướng dẫn từng bài học, định hướng những lúc cô cảm thấy chông chênh.Hồng kể lại, nhiều lần, cô được mentor Công hỗ trợ đào tạo cho đến tận đêm khuya. Dù muộn, anh vẫn nhẹ nhàng hướng dẫn, kể những trải nghiệm của anh - một chàng trai sinh ra trong gia đình thuần nông, chọn học Bách khoa, học IT để xây dựng sự nghiệp.""Những chia sẻ chân tình của anh đã tiếp thêm động lực, giúp tôi tin tưởng vào bản thân hơn"", nữ học viên nói thêm.Mentor Lê Văn Công cũng chia sẻ, những kết quả thực tế của học viên là nguồn động lực to lớn để anh tiếp tục gắn bó với FUNiX dài lâu, gắn bó với nghề nghiêm túc hơn.Bên cạnh câu chuyện của mentor Lê Văn Công, môi trường giáo dục trực tuyến như FUNiX có rất nhiều ""người thầy 4.0"" tâm huyết khác. Dù không gặp mặt trực tiếp nhưng các chuyên gia đều hướng tới mục tiêu giúp các bạn trẻ hoàn thành, vượt qua những va vấp khi theo đuổi ước mơ với ngành công nghệ thông tin.Học viên Phạm Tuấn Vũ cho biết, mentor Trương Minh Tuấn không chỉ giúp bạn các vấn đề chuyên môn, mà còn là nguồn động viên rất lớn về mặt tinh thần. Vốn sức khỏe yếu, có bệnh suy tuyến yên, tuyến thượng thận, trong quá trình học đại học ngành IT, Vũ mắc thêm rối loạn lo âu, trầm cảm, ảnh hưởng nhiều tới việc học và sinh hoạt.""Mentor Tuấn như một người thầy, người đàn anh giàu kinh nghiệm, tâm huyết hướng dẫn cho tôi"", nam học viên nói.Khi làm đồ án tốt nghiệp, anh đã giúp Vũ tận tình trong việc xây dựng khuôn mẫu ý tưởng chương trình và hệ thống cơ sở dữ liệu, đồng thời, giải đáp các câu hỏi đang mơ hồ.""Kết quả đạt được đã xứng đáng với công sức và thời gian bỏ ra. Mình hoàn thành khóa học, tìm được một vị trí thực tập ưng ý tại NCC Asia. Mình sẵn sàng trở thành lập trình viên, tự tin hơn dù biết hành trình đó rất nhiều thử thách"", Vũ nói thêm.Đội ngũ mentor, hannah FUNiX trong lễ tri ân ""Người lái tàu"" nhân dịp 20/11. Ảnh: FUNiXAnh Nguyễn Thành Nam - Founder FUNiX chia sẻ, tại đây, mentor là những ""người lái đò"", đưa học viên đến những vùng kiến thức phải tự khám phá. Ngoài ra, FUNiX còn có đội ngũ chăm sóc học viên - hannah, không ngừng khích lệ để học viên kiên trì, dũng cảm ""qua sông"".""Hai đội ngũ này chính là những người thầy thế hệ mới của FUNiX"", anh khẳng định.Sau 7 năm phát triển, FUNiX có hơn 20 nghìn học viên tại 34 quốc gia trên thế giới. Mạng lưới mentor của FUNiX gồm hơn 5.000 chuyên gia công nghệ thông tin, đang làm việc tại nhiều doanh nghiệp. Bên cạnh hỗ trợ kiến thức chuyên môn, các mentor còn truyền ngọn lửa đam mê trong hành trình trải nghiệm công việc cho học viên.Quỳnh Anh",giaoduc
131,"Trước đó, anh không có kiến thức nền tảng về lập trình và hoàn toàn xa lạ với nghề này. Khi Covid-19 bùng phát, công việc gián đoạn, nam kỹ sư ở nhà liên tục trong thời gian giãn cách xã hội. Do đó, anh quyết định học lập trình để mở rộng kiến thức tìm kiếm cơ hội đột phá trong sự nghiệp. Sau khi tìm hiểu, Tịnh nhận thấy khóa học phù hợp với dân non-IT, đảm bảo việc làm cho người học, đồng thời, được doanh nghiệp tài trợ học phí.""Mình tò mò với môi trường năng động của ngành công nghệ thông tin và cũng tin các kiến thức mảng này là không thể thiếu trong thời đại 4.0"", Tịnh chia sẻ lý do đăng ký khóa Chứng chỉ Doanh nghiệp.Nguyễn Văn Tịnh học trực tuyến khóa học lập trình tại FUNiX và trở thành lập trình viên Java. Ảnh: Nhân vật cung cấpTừ tháng 7/2021 đến tháng 3/2022, Tịnh hoàn thành khóa học. Nam học viên chia sẻ, việc học có khá nhiều thách thức như lượng lớn kiến thức mới dẫn đến chậm tiến độ, không theo đúng lộ trình đã đề ra. Tuy nhiên, anh đã được mentor (chuyên gia công nghệ) và hannah (cán bộ chăm sóc học viên) hỗ trợ để tháo gỡ khó khăn, hoàn thành mục tiêu.Thời gian đầu mới tiếp xúc với IT và cách học trực tuyến, 9x Đà Nẵng bối rối khi không biết cách thực hiện các thao tác, yêu cầu của môn học. Anh được hannah nhiệt tình chỉ dẫn để làm quen, lập kế hoạch học nghiêm túc, tập trung. Đối với kiến thức mới và bài tập khó, Tịnh làm theo hướng dẫn của mentor và nhiều kênh khác nhau.""Mentor Doanh, người hướng dẫn mình làm đồ án cuối khóa, giống như người thầy và người bạn tốt đã giúp đỡ mình rất nhiều để có thể hoàn thành mục tiêu"", anh chia sẻ thêm.Theo anh, khóa học Chứng chỉ doanh nghiệp tại FUNiX đã tạo môi trường tốt để mọi người có thêm kinh nghiệm phỏng vấn. Các mentor, hannah thường xuyên trao đổi, đăng blog chia sẻ qua các kênh học tập của trường. Từ đó, các học viên như anh có thể học hỏi được nhiều kinh nghiệm từ người đi trước.Sau khi hoàn tất khóa học, Tịnh được FUNiX kết nối đến các doanh nghiệp phù hợp, đào tạo kỹ năng phỏng vấn, làm CV. Sau hai lần ứng tuyển tại doanh nghiệp, nam học viên trúng tuyển vào vị trí Lập trình viên Java ở một công ty công nghệ tại Đà Nẵng với mức lương vượt kỳ vọng.Bên cạnh đó, sau khóa học ở FUNiX, Nguyễn Văn Tịnh có thể tự xây dựng một website từ thiện nhỏ và lộ trình phát triển sự nghiệp xa hơn. Hannah Phan Yến - người đồng hành với Tịnh ở FUNiX cho biết, chị ấn tượng với cậu học viên vì sự khiêm tốn, chịu khó và rất kiên trì. Từ lúc học đến khi làm việc tại doanh nghiệp, Tịnh luôn cố gắng và nỗ lực để hoàn thành mỗi giai đoạn trong hành trình của mình.Nam lập trình viên chia sẻ thêm, hai điều quyết định đến thành bại trong quá trình học tập FUNiX và chinh phục nghề lập trình của mình là biết cách sắp xếp thời gian hợp lý, có tinh thần tự học, tìm hiểu thêm các kiến thức thực tế, bên ngoài tài liệu được cung cấp.Tuy ngành học và công việc cũ không hỗ trợ nhiều về mặt kiến thức, kinh nghiệm với lập trình nhưng đã rèn cho anh tính kỷ luật và tập trung cao độ. Những tố chất này giúp nam kỹ sư theo đuổi khóa học ở FUNiX cũng như làm việc trong ngành IT thuận lợi hơn.Quỳnh Anh",giaoduc
132,"Câu 1:>> Đáp án Câu 2:>> Đáp ánCâu 3:>> Đáp ánCâu 4:>> Đáp ánCâu 5:>> Đáp án
Đây là thương cảng cổ nổi tiếng sầm uất của Việt Nam thế kỷ XVII - XVIII.



1



Trong 10 giây, bạn hãy đoán các thành ngữ dưới đây và tìm hiểu ý nghĩa của chúng.



2



Hãy quan sát kỹ các phép tính dưới đây và áp dụng các kỹ năng Toán học để tìm ra đáp số đúng.



8


Theo Riddle4Genious",giaoduc
133,"Em học khá tốt Hóa và định đăng ký ngành Kỹ thuật Hóa học. Ngành học này có ở nhiều trường đại học ở Hà Nội như Bách khoa, Công nghiệp, Khoa học Tự nhiên của Đại học Quốc gia.Em mong mọi người tư vấn giúp em nên chọn trường nào trong các trường này, hoặc gợi ý một trường khác. Ngoài ra, ngành này sau khi tốt nghiệp có tiềm năng không ạ?Vũ
Năm sau thi tốt nghiệp THPT và xét tuyển đại học, nhưng em vẫn không biết mình thích gì, cũng không đặc biệt yêu thích ngành hay trường nào.



39



Với điểm GPA khoảng 8.0 và ""gap year"" để thi IELTS và SAT, liệu em có cơ hội nhận học bổng 100% không?.



24


",giaoduc
134,"Câu 1:>>Đáp ánCâu 2: Điền số thích hợp vào dấu hỏi chấm.>>Đáp ánCâu 3: Điền số còn thiếu vào dấu hỏi chấm.>>Đáp ánCâu 4: Nếu con nhện = 36, con vịt = 9, con ong = 27. Bạn có thể tìm ra quy luật của chúng và tìm được giá trị của con cừu?>>Đáp án
Nếu 7 = 42, 6 = 30, 5 = 20, trong 45 giây, bạn có đoán được 3=?



17



Với dãy số 7, 9, 13, 21, 37, liệu bạn có tìm ra mối liên quan giữa chúng để điền chính xác số còn thiếu vào dấu hỏi chấm trong một phút?



8


Theo Bright side",giaoduc
135,"Chiều 18/11, Bộ Giáo dục và Đào tạo phê duyệt liên kết tổ chức thi cấp chứng chỉ tiếng Anh IELTS giữa Công ty TNHH British Council (Việt Nam), Công ty TNHH Công nghệ giáo dục Đông A, Công ty cổ phần Phát triển giáo dục và đào tạo ODIN, Công ty TNHH University Access Centre Việt Nam và Hội đồng Anh (Anh).Các công ty trên có trách nhiệm thông báo bằng văn bản lịch tổ chức thi với cơ quan chuyên môn về giáo dục thuộc UBND cấp tỉnh, thành trước 5 ngày tính đến ngày tổ chức thi; gửi báo cáo về các hoạt động liên quan đến việc tổ chức thi cấp chứng chỉ tiếng Anh IELTS theo định kỳ 6 tháng một lần (trước ngày 25/6 và 25/12 hằng năm).Ảnh minh họa: SmarttalkHôm 17/11, Tổ chức giáo dục IDP cũng được Bộ Giáo dục và Đào tạo cấp phép tổ chức thi và cấp chứng chỉ IELTS trở lại.Bộ Giáo dục và Đào tạo hôm 11/11 cũng cấp phép cho thi trở lại chứng chỉ tiếng Anh Aptis của Hội đồng Anh, hai ngày sau khi tổ chức này thông báo hoãn các kỳ thi IELTS và Aptis.Trước đó, Hội đồng Anh, IDP cùng hàng loạt đơn vị tổ chức thi, cấp chứng chỉ ngoại ngữ quốc tế tại Việt Nam thông báo hoãn thi đến khi có thông báo mới. Trả lời VTV24, bà Donna McGowan - Giám đốc Hội đồng Anh tại Việt Nam cho biết, ước tính hàng nghìn thí sinh Việt Nam sẽ bị ảnh hưởng bởi quyết định này.Thứ trưởng Giáo dục và Đào tạo Nguyễn Hữu Độ cho biết việc hoãn là do các cơ sở liên kết chưa hoàn thiện hồ sơ xin cấp phép theo quy định, trong khi việc tổ chức thi các chứng chỉ ngoại ngữ của nước ngoài còn tràn lan, không được kiểm soát chất lượng.International English Language Testing System (IELTS) là hệ thống kiểm tra Anh ngữ quốc tế, gồm bốn kỹ năng: Nghe, Nói, Đọc và Viết, phục vụ mục đích học tập, làm việc và định cư. Chứng chỉ IELTS hiện được công nhận ở hơn 11.000 cơ sở đào tạo ở 140 quốc gia. Năm 2018, kỳ thi này đã đạt mốc 3,5 triệu lượt thi trên toàn cầu.Tại Việt Nam, IELTS xuất hiện từ giữa thập niên 90 của thế kỷ trước. Trước kia, đa số thí sinh thi IELTS để bổ sung chứng chỉ vào hồ sơ du học, làm việc tại nước ngoài hoặc giảng dạy tiếng Anh tại các trung tâm, trường học ngoài công lập. Nhưng vài năm gần đây, nhiều đại học Việt Nam có xu hướng tuyển sinh bằng điểm IELTS kết hợp với học bạ hoặc điểm thi tốt nghiệp THPT. Ngoài ra, nếu có chứng chỉ này, sinh viên sẽ được miễn một số học phần tiếng Anh và xét công nhận chuẩn đầu ra ngoại ngữ.Hội đồng Anh và tổ chức giáo dục quốc tế IDP là hai đơn vị tổ chức thi IELTS ở Việt Nam, lệ phí thi hơn 4,6 triệu đồng một lượt. Hiện, mỗi đơn vị này có hơn 100 đối tác liên kết trên cả nước.Bình Minh",giaoduc
136,"Sáng 17/11, khoảng nửa triệu học sinh Hàn Quốc tham dự kỳ Đánh giá năng lực đại học, còn gọi là Suneung hay CSAT (College Scholastic Ability Test), tại hơn 1.300 điểm thi khắp nước này. Trong kỳ thi đại học của Hàn Quốc năm 2023, đề thi môn tiếng Việt có 30 câu hỏi trắc nghiệm, gồm kiểm tra ngữ pháp, từ vựng, cách dùng từ, đọc-hiểu trong 40 phút.Đề thi gồm những tình huống trong đời sống hàng ngày và nhắc đến những địa danh quen thuộc như Nghệ An, Sa Pa, Huế, Đà Nẵng hay Chợ Lớn. Ví dụ, câu 26 cho các thông tin gợi ý về một món ăn tiêu biểu của Việt Nam, với miêu tả sợi bánh được làm bằng gạo, khi ăn thường cho nước dùng nóng vào bát có thịt bò và thịt gà, yêu cầu thí sinh chọn câu trả lời đúng trong 5 đáp án gồm phở, bánh mì, cơm dừa, cá nướng, nước mắm.Câu 27 nhắc đến Chu Văn An, nhà nho nổi tiếng thời nhà Trần. Câu 28 đưa đoạn văn về múa rối nước và hỏi về từ vựng. Câu 29 cho thông tin về chùa Một Cột ở quận Ba Đình và có bốn đáp án trắc nghiệm.Toàn bộ đề thi tiếng Việt trong kỳ thi đại học Hàn Quốc 2023:Suneung, được mệnh danh là ""cuộc chạy đua marathon"", là kỳ thi quan trọng nhất của học sinh Hàn Quốc, bắt nguồn từ kỳ thi công chức xưa. Trải qua nhiều lần sửa đổi, kỳ thi chính thức được áp dụng từ năm 1994, thường được tổ chức vào ngày thứ năm tuần thứ ba của tháng 11 hàng năm, kéo dài 8 giờ gồm các môn như ngôn ngữ, Toán, tiếng Anh, Lịch sử Hàn Quốc và Khoa học xã hội.Học sinh trong phòng thi đại học ở Hàn Quốc năm 2010. Ảnh: YonhapTừ năm 2013, tiếng Việt được đưa vào danh sách lựa chọn thi của môn ngoại ngữ thứ hai, bên cạnh các ngôn ngữ khác như Pháp, Đức, Tây Ban Nha, Trung Quốc, Nhật, Nga.Vào ngày thi, tất cả máy bay bị cấm cất cánh và hạ cánh trong khoảng thời gian từ 13h05 đến 13h40 khi học sinh làm bài nghe tiếng Anh để tránh gây tiếng ồn, ảnh hưởng đến quá trình làm bài. Bất kỳ máy bay nào bay vào Hàn Quốc trong thời gian đó sẽ được yêu cầu ở cách mặt đất ít nhất 3 km cho đến khi bài thi kết thúc. Các công ty cũng bắt đầu giờ làm việc muộn hơn để giảm tắc nghẽn giao thông.
Bài thi môn tiếng Việt trong kỳ thi Đánh giá Năng lực Đại học Hàn Quốc 2019 nhắc đến nhiều địa danh quen thuộc như Hồ Tây, thành phố Vinh, Hải Phòng…



11



Hơn 800 thí sinh làm bài thi tại khu cách ly, trong khi hai em mắc Covid-19 thi ở bệnh viện dã chiến.



2



Kỷ lục thí sinh thi cao khảo (gaokao) năm nay được thiết lập - 11,93 triệu học sinh - khi Trung Quốc đang chống chọi với sự bùng phát Covid-19.



1



Việc đầu tiên Zhang Junyang, 17 tuổi, làm sau khi thức dậy lúc khoảng 6h là uống cà phê đen để tỉnh táo suốt ngày dài học tập.



5


Bình Minh (Theo Korea JoongAng Daily, KBS)",giaoduc
137,"Theo Biên bản ghi nhớ được các bên ký ngày 17/11, giảng viên Trường Y Harvard (HMS) sẽ hỗ trợ ba đại học của Việt Nam xây dựng chương trình giảng dạy cho sinh viên, cung cấp các phương pháp sư phạm chất lượng cao; nghiên cứu về đào tạo y khoa, hệ thống y tế, các bệnh truyền nhiễm và mối đe dọa sức khỏe, phát triển nhân lực y tế.Trường Y Harvard cũng tạo điều kiện trao đổi sinh viên, giảng viên và thực tập sinh Việt Nam tới Mỹ và các bệnh viện liên kết của trường.Đại diện của Đại học Y Harvard và ba trường Y Dược tai Việt Nam tại buổi ký Biên bản ghi nhớ, ngày 17/11. Ảnh: HMUĐại học Y Hà Nội, Y Dược (Đại học Huế) và Y Dược TP HCM là những cơ sở hàng đầu về đào tạo nhóm ngành sức khỏe ở Việt Nam hiện nay. Điểm chuẩn ngành Y đa khoa của các trường này luôn cao nhất, dao động 26-28,15 điểm. Để nâng cao chất lượng đầu vào, các đại học khối ngành sức khỏe đang nghiên cứu xây dựng phương thức tuyển sinh riêng sau năm 2025.Trường Y thuộc Đại học Harvard, được thành lập năm 1782. Năm 2022, tạp chí US News & World Report xếp đây là trường Y tốt nhất thế giới trong lĩnh vực nghiên cứu. Trường có 10.175 giảng viên làm việc toàn thời gian. Tổng chi phí gồm học phí và các lệ phí khác với sinh viên năm đầu tiên hiện là hơn 100.000 USD (khoảng 2,5 tỷ đồng) một năm.
Nhiều đại học đào tạo nhóm ngành sức khỏe lần đầu tuyển bổ sung với số lượng lớn, từ vài chục đến hàng trăm chỉ tiêu, chủ yếu ở ngành Điều dưỡng, Y dự phòng.



31



Các đại học khối ngành sức khỏe đang phối hợp xây dựng kế hoạch, sử dụng một phương thức tuyển sinh riêng nhằm nâng cao chất lượng đầu vào.



70


Thanh Hằng",giaoduc
138,"Trong thư chúc mừng các nhà giáo, cán bộ quản lý, nhân viên ngành giáo dục nhân kỷ niệm 40 năm ngày Nhà giáo Việt Nam hôm nay, Chủ tịch nước Nguyễn Xuân Phúc cho biết giáo dục đang đứng trước những yêu cầu mới, đặt ra những đòi hỏi cao về năng lực, phẩm chất và nhân cách nhà giáo. Vì thế, mỗi thầy, cô cần luôn có ý thức rèn đức - luyện tài, tự tu dưỡng để trở thành người thầy giáo tốt, là tấm gương sáng cho người học.""Tôi cũng đề nghị các nhà trường quan tâm xây dựng môi trường văn hóa, sáng tạo, chú trọng cả 'dạy chữ; và 'dạy người', phát huy dân chủ để đội ngũ nhà giáo có điều kiện phát triển tài năng và cống hiến cho sự nghiệp giáo dục"", trích thư Chủ tịch nước.Chủ tịch nước cũng đề nghị các cấp, ngành và xã hội chung tay cùng ngành giáo dục tháo gỡ khó khăn, khắc phục nhược điểm để nâng tầm giáo dục Việt Nam.Chủ tịch nước Nguyễn Xuân Phúc phát biểu tại Hội nghị thượng đỉnh doanh nghiệp APEC (CEO Summit) 2022 tại Thái Lan, ngày 17/11. Ảnh: TTXVNChủ tịch Nguyễn Xuân Phúc đánh giá các thế hệ nhà giáo Việt Nam đã nỗ lực khắc phục khó khăn, luôn giữ vững ngọn lửa đam mê với giáo dục, không ngừng đổi mới, sáng tạo, thi đua dạy tốt; là tấm gương sáng về đạo đức, sự tận tụy, tâm huyết với nghề. Có những thầy giáo, cô giáo đã hy sinh cả tuổi xuân của mình, hết lòng vì học sinh, bám trường, bám lớp, trở thành người cha, người mẹ thứ hai của các em ở những vùng sâu, vùng xa, vùng biên giới, hải đảo.Vì thế, trên 99% người dân trong độ tuổi từ 15 đến 60 biết chữ, gần 100% trẻ em 5 tuổi được đến trường. Trong chương trình đánh giá học sinh quốc tế lứa tuổi 15 (PISA), học sinh Việt Nam vượt trên mức trung bình của Tổ chức Hợp tác và Phát triển kinh tế. Các đội tuyển học sinh thi Olympic quốc tế và châu Á đều đạt thứ hạng cao.Trong giáo dục đại học, việc tự chủ đạt kết quả tốt và đang được mở rộng; nhiều ngành, lĩnh vực đào tạo đại học đứng trong top 500 thế giới. Việt Nam đứng thứ 49 thế giới về công bố khoa học trên các ấn phẩm quốc tế có uy tín; nhiều trường đại học vào bảng xếp hạng tốt nhất thế giới.""Xin gửi lời tri ân đến tất cả nhà giáo, cán bộ quản lý, nhân viên ngành giáo dục mang trên vai sứ mệnh 'trồng người' vẻ vang, cao cả; chắp cánh cho những ước mơ của từng thế hệ học sinh, sinh viên bay cao, bay xa"", trích thư của Chủ tịch nước Nguyễn Xuân Phúc.
Chủ tịch nước Nguyễn Xuân Phúc hôm nay gửi thư cho ngành giáo dục nhân ngày khai giảng năm học mới 2022-2023.






Bình Minh",giaoduc
139,"Với chủ đề ""Onwards: Break through"" (Đột phá), TEDxBUV 2022 - sự kiện do sinh viên Trường Đại học Anh Quốc Việt Nam (BUV) tổ chức ngày 13/11 đón hàng trăm bạn trẻ tới lắng nghe những chia sẻ truyền cảm hứng, giao lưu và kết nối. Sáu câu chuyện trên sân khấu là những lăng kính đa sắc màu được đúc kết từ trải nghiệm của sáu diễn giả công tác trong các lĩnh vực công nghệ hàng không vũ trụ, quảng cáo, sáng tạo, điện ảnh, văn hóa...Mở đầu chương trình, ""Ngôn ngữ điện ảnh"" được đạo diễn Trịnh Đình Lê Minh giải thích và tóm lược qua những cảnh quay trong các tác phẩm sáng tạo của anh, gợi mở cho khán giả về cách xem và ""cảm"" phim từ màu sắc, âm thanh, góc đặt máy quay... Đạo diễn Lê Minh nổi tiếng với các phim ngắn, phim tài liệu và điện ảnh như ""Ngọn gió về đâu, Chung cư của tôi, Mùi nước mắm, Thưa mẹ con đi...Diễn giả Trịnh Đình Lê Minh. Ảnh: BUV""Một sự thay đổi nhỏ sẽ ảnh hưởng đến toàn bộ phim. Mỗi lựa chọn cũng mở ra cơ hội để người xem suy ngẫm và có cảm nhận riêng, góc nhìn riêng"", anh gọi đó là sự kỳ diệu của ngôn ngữ điện ảnh. Theo đạo diễn Lê Minh, cuộc sống cũng diễn ra tương tự. ""Bạn có nhiều lựa chọn phải cân nhắc, từng bỏ qua nhiều thứ, cũng tìm được nhiều thứ. Cuộc sống có các góc nhìn đa chiều, chỉ cần thay đổi cái nhìn để thấy sự đa sắc và trân trọng hơn"".Xuyên suốt chương trình, những đề tài về văn hóa, sáng tạo...tưởng chừng như quen thuộc đã được xoay sang một chiều góc nhìn khác với những chi tiết thú vị, từ đó truyền tải thông điệp về việc phá vỡ giới hạn điểm nhìn thông thường, cổ vũ tư duy đón nhận và phản biện.Bước vào lãnh địa của ngành thời trang hào nhoáng, câu chuyện của Vũ Anh Thư, Nhà sáng lập và CEO của Passii Việt Nam - ""Sự tuần hoàn của thời trang"" lại hé lộ góc khuất của ngành công nghiệp cùng những sự thật đáng báo động.Dệt may là nhóm sản phẩm làm từ nhựa hóa dầu lớn thứ hai sau bao bì. Hầu hết quần áo trên thế giới được làm bằng polyester, loại sợi tổng hợp chủ yếu có nguồn gốc từ dầu mỏ. Những món đồ quần áo, vải từ nhựa phải mất hàng trăm năm để phân huỷ, và chỉ ít hơn 1% được tái chế.Diễn giả Vũ Anh Thư. Ảnh: BUVCũng qua câu chuyện khởi nghiệp với nền tảng ký gửi quần áo qua sử dụng, nữ diễn giả gửi gắm thông điệp: ""Mọi người đều có thể hành động từ những điều nhỏ nhất, như đọc nhãn mác, hay tìm hiểu nguồn gốc khi mua quần áo. Thời trang bền vững không nằm ở món đồ, mà nằm ở cách sống, cách tiêu dùng"".Liên tục khiến khán giả trong hội trường bật cười thích thú, anh Lê Hữu Lộc, chuyên gia sáng tạo tại BAEMIN dẫn dắt người nghe vào hành trình đầy ắp những sáng kiến. ""Tất cả chúng ta - ai cũng có thể trở thành người sáng tạo"", vị diễn giả mở đầu. Những ý tưởng có thể bật ra từ quan sát ngẫu nhiên. ""Cốt lõi của sáng tạo là làm cho cuộc sống tốt đẹp hơn. Cuộc sống cần sáng tạo và ngược lại, sáng tạo cần cuộc sống"".Bí quyết ra đời những ý tưởng sáng tạo, theo vị chuyên gia, là đừng phức tạp hoá mà hãy suy nghĩ đơn giản, quan sát mọi thứ xung quanh, hay thay đổi góc nhìn. ""Chỉ cần lật ngược vấn đề, hay thay đổi góc nhìn, bạn sẽ cởi mở với mọi thứ, sáng tạo hơn, sống trọn với khoảnh khắc hơn"", Lộc Lê nhắn nhủ.Diễn giả Lê Hữu Lộc. Ảnh: BUVNhắc đến nhiều tác phẩm nghệ thuật mới quen thuộc với giới trẻ, Tiến sĩ Lư Thị Thanh Lê, Trưởng Bộ môn Văn học dân gian, nay là Bộ môn Folklore và Văn hoá đại chúng tại Đại học Khoa học Xã hội và Nhân văn chia sẻ về ""Sự đa dạng trong biểu đạt văn hoá và Chiếm dụng văn hoá"".Chiếm dụng văn hóa là việc một người từ bên ngoài cộng đồng, lấy chất liệu văn hóa từ cộng đồng khác để đưa vào tác phẩm của họ. Diễn giả lấy ví dụ về sự pha trộn, học hỏi văn hoá từ những điều gần gũi nhất, như một đứa trẻ học nói, sự kết hợp của các món ăn..., coi đó là một quá trình tự nhiên, tạo nên sự thú vị, đa dạng văn hoá.Sự chiếm dụng văn hóa sẽ không phù hợp nếu gây hiểu biết sai lệch, tổn thương, thiếu tôn trọng tới cộng đồng mà nghệ sĩ sử dụng. Chuyên gia cũng lưu ý để hạn chế rủi ro khi khai thác chất liệu cho những bạn trẻ ấp ủ dự án nghiên cứu, muốn truyền tải nét văn hóa của dân tộc thiểu số vào nghệ thuật, thời trang, âm nhạc, điện ảnh...Ngoài các vấn đề văn hóa đương đại, những chủ đề đang là xu hướng, mang hơi thở cuộc sống như công nghệ hàng không vũ trụ; thông điệp về lòng dũng cảm, trách nhiệm và sự hi sinh để vượt qua nỗi đau cũng được các diễn giả chia sẻ thông qua những trải nghiệm cá nhân.Thầy Trương Ninh Thuận, Phó Viện trưởng, phụ trách Viện Công nghệ Hàng không Vũ trụ, Đại học Công nghệ Đại học Quốc gia Hà Nội đã bàn về tiềm năng vô hạn và những ứng dụng của công nghệ hàng không vũ trụ, bao gồm trong máy bay chiến đấu, tên lửa, máy bay dân dụng, vệ tinh, ứng dụng tìm đường, hay ôtô bay - tương lai của giao thông... Nhiều thắc mắc của các bạn sinh viên về cách thức vận hành, ứng dụng trong đời sống của công nghệ hàng không được chuyên gia giải đáp, tái hiện qua những ví dụ gần gũi và sống động.Cũng tại sân khấu TEDxBUV 2022, những trải nghiệm về nỗi đau được Lê Cao Trí, CEO và sáng lập Vibeji (nền tảng trải nghiệm tại Việt Nam), và Baola (kho khiến thức) chia sẻ. Những thăng trầm, chuyển biến trong cuộc đời, sự nghiệp được diễn giả đúc kết thành những giá trị cốt lõi: ""Dũng cảm dấn thân, Trách nhiệm và Hi sinh"", trong đó sự dũng cảm là nền tảng cho mọi đột phá, cùng với đó là có trách nhiệm với lựa chọn và cuộc đời mình, hi sinh những gì tốt đẹp ở quá khứ để hành động, chạm vào những đích đến cụ thể, và tự định nghĩa cuộc đời mình.TEDx là sự kiện độc lập tổ chức bởi các đội nhóm địa phương, được cấp phép bởi TED - một tổ chức phi lợi nhuận được thành lập vào năm 1984 tại Mỹ với mục tiêu lan toả các ý tưởng có giá trị.Khán giả lắng nghe những câu chuyện truyền cảm hứng tại TEDxBUV 2022. Ảnh: BUVRa mắt vào năm 2020, TEDxBUV được tổ chức bởi nhóm sinh viên đến từ Trường Đại học Anh Quốc Việt Nam nhằm mang đến những kiến thức mới mẻ, các góc nhìn đa chiều và muôn màu của cuộc sống. Đây cũng là một trong những hoạt động thường niên được nhà trường khích lệ và tạo điều kiện cho sinh viên BUV tổ chức và quảng bá, mang lại những giá trị tri thức cho cộng đồng.Phong Vân",giaoduc
